Wavelength,Dark Veg Mean,Dark Veg Std
1900.4389806,-0.009979145,2.0887503e-05
1907.8640441,-0.009979145,2.0887503e-05
1915.2891413,-0.009979145,2.0887503e-05
1922.7132724,-0.009979145,2.0887503e-05
1930.1374376,-0.009979145,2.0887503e-05
1937.5606372,-0.009979145,2.0887503e-05
1944.9838712,-0.009979145,2.0887503e-05
1952.40714,-0.009979145,2.0887503e-05
1959.8294437999998,-0.009979145,2.0887503e-05
1967.2517827,0.021768931,0.0025329015
1974.673157,0.02312864,0.0025802979
1982.0945669,0.024546616,0.0026321884
1989.5150126,0.026014918,0.0026888559
1996.9354942999998,0.027304744,0.0027359072
2004.3550122,0.028954674,0.0028005957
2011.7745665000002,0.030505402,0.0028649615
2019.1931575,0.031815574,0.002907779
2026.6117853,0.032911748,0.0029458937
2034.0304502,0.033926968,0.0029924794
2041.4471524,0.034598984,0.0030283707
2048.8648921,0.03539407,0.0030821692
2056.2806695,0.036250394,0.0031458836
2063.6964848,0.037020456,0.0032234748
2071.1123382,0.03638376,0.003511762
2078.52723,0.03802661,0.0036168545
2085.9421603,0.039754327,0.003756786
2093.3561293000002,0.04089652,0.003922353
2100.7691374,0.041819133,0.004061015
2108.1821846,0.042851336,0.004132553
2115.5942712,0.043375332,0.0042431136
2123.0063974,0.044799414,0.004411029
2130.4175635,0.046095505,0.0045642913
2137.8287695,0.04692376,0.0046755993
2145.2390158000003,0.047477495,0.004760644
2152.6483025999996,0.048090305,0.004824695
2160.05763,0.048785303,0.0048475103
2167.4669983000003,0.049507853,0.004880631
2174.8754077000003,0.05045494,0.004958231
2182.2828584,0.05098958,0.0049924734
2189.6903506,0.05173661,0.0050431374
2197.0968845,0.05235431,0.005092045
2204.5034603000004,0.052416716,0.0050707604
2211.9090783,0.053433906,0.0051426506
2219.3147387,0.053314943,0.005128721
2226.7194415999998,0.052860536,0.0050909463
2234.1231872999997,0.051831122,0.0050145825
2241.5269759,0.049983688,0.0048853955
2248.9298078,0.04726738,0.004732476
2256.3326831,0.04530212,0.0045903805
2263.734602,0.043249834,0.0044352547
2271.1365648,0.04119567,0.0042426414
2278.5375716,0.039952405,0.004118517
2285.9386227,0.03854614,0.003988667
2293.3387181999997,0.036667008,0.0038547427
2300.7378584,0.034991708,0.0036726159
2308.1360436,0.033983123,0.0035744437
2315.5342738,0.03367829,0.003506099
2322.9325493,0.032718558,0.0033340873
2330.3298704,0.031736698,0.0032569566
2337.7262372,0.031415913,0.003235711
2345.12165,0.030181548,0.003106811
2352.5171089,0.02993415,0.0031660704
2359.9126142,0.029327476,0.003069883
2367.3071661,0.02962074,0.003212265
2374.7007647,0.029331505,0.003252606
2382.0934104,0.029159304,0.0033836637
2389.4861034,0.028320184,0.0038910916
2396.8778437,0.027940456,0.0032427385
2404.2696317,0.027267447,0.0032916267
2411.6604675,0.02657237,0.0033203296
2419.0513515,0.025302628,0.0032432792
2426.4402837,0.024742942,0.0031162198
2433.8302643,0.024036234,0.0031686993
2441.2182937,0.023213115,0.0030255408
2448.606372,0.021855518,0.0028093841
2455.9944995,0.021245155,0.0027205432
2463.3816762,0.02055164,0.0026353549
2470.7679025,0.019705748,0.0025187423
2478.1531786,0.019110315,0.0024640178
2485.5385046,0.018511023,0.0024198052
2492.9238809,0.01786917,0.0023678066
